created_at,text,sentiment
2017-12-05T20:36:02Z,"['ven', 'price', 'action', '12-05', 'sure', 'bear', 'jovial', 'goog']",0
2017-12-05T20:42:00Z,"['bullish', 'faang', 'still', '39', 'end', 'well', 'quit', 'folk', 'fb', 'amzn', 'aapl', 'nflx', 'goog']",0
2017-12-05T20:51:06Z,"['oog', 'earn', 'per', 'share', 'ha', 'grow', '10.02', 'averag', 'past', '5', 'year', 'thi', 'quit', 'good']",0
2017-12-05T20:55:19Z,"['py', 'sec', 'goe', 'db', '...', 'eu', 'come', 'goog']",0
2017-12-05T21:00:22Z,"['oog', 'block', 'dec', '05', '2017', 'goog']",0
2017-12-05T21:22:01Z,['oog'],0
2017-12-05T21:22:12Z,"['oog', 'evercor', 'isi', 'initi', 'outperform']",0
2017-12-05T21:25:27Z,"['tting', 'band', 'togeth', '3', 'analyst', 'rate', 'bandwidth', 'band', 'csco', 'amzn', 'goog', 'msft']",0
2017-12-05T21:29:32Z,"['sh', 'repatri', 'biggest', 'beneficiari', 'aapl', 'msft', 'goog']",0
2017-12-05T22:05:38Z,"['g', 'call', 'buyer', 'mgm', 'aaba', 'hal', 'hun', 'bac', 'cdk', 'mlco', 'goog', 'wfc', 'advm', 'post', 'cme', 'scmp', 'snap', 'eqt', 'tmu', 'twlo', 'pypl', 'aeo', 'trn', 'xom', 'cern']",0
2017-12-05T22:05:45Z,"['mzn', 'goog', 'googl', 'roku', 'aapl', 'googl', 'pull', 'youtub', 'amazon', '39', 'stream', 'devic', 'battl', 'tech', 'giant', 'heat']",0
2017-12-05T22:35:04Z,"['jia', 'spx', 'qqq', 'baba', 'msft', 'amzn', 'aapl', 'goog', 'fb', 'nflx', 'btc.x', 'usdcad', 'eurusd', 'usdjpi', 'gbpusd', 'compq', 'trade', 'humor']",0
2017-12-05T22:44:10Z,"['result', 'cross', 'abov', '50', 'dma', 'today', 'rvnc', 'dske', 'snap', 'nvcr', 'pstg', 'goog', 'googl', 'crm', 'acc', 'oi', '...']",0
2017-12-05T22:52:44Z,"['oku', 'goog', 'target', 'take', 'googl', 'pull', 'youtub', 'amazon']",0
2017-12-05T23:07:39Z,"['roku', 'quot', 'switzerland', 'quot', 'neutralzon', '39', 'go', 'amzn', 'fire', 'goog', '39', 'youtub', 'video', 'stresses/competit']",0
2017-12-05T23:53:51Z,"['oog', 'unabl', 'break', 'key', 'resist', 'level']",1
2017-12-06T00:17:12Z,"['e', 'state', '30', 'largest', 'compani', 'stock', 'market', 'intc', 'amzn', 'aapl', 'bac', 'xom', 'goog', 'msft']",0
2017-12-06T01:17:37Z,"['b', 'goog', 'googl', 'cramer', 'think', 'tech', 'stock', 'way', 'expens', '39', 'wrong']",0
2017-12-06T01:20:33Z,"['gm', 'aaba', 'hal', 'hun', 'tjx', 'mu', 'nflx', 'pstg', 'cdk', 'bac', 'fitb', 'mlco', 'goog', 'wfc', 'rost', 'low-12/5', 'unusu', 'option', 'activ']",0
2017-12-06T01:29:20Z,"['coscil', '🔻', 'lt', '50d', 'fb', 'goog', 'nvda', 'flex', 'sne', 'soxx', 'nflx', 'macd', 'bear❌', 'amzn', 'msft', 'amat', 'aapl', '🔻', 'lt', '200d', 'hrb']",-1
2017-12-06T01:33:25Z,"['mzn', 'googl', 'pull', 'youtub', 'amazon', 'devic', 'escal', 'spat', 'goog', 'googl']",0
2017-12-06T02:18:34Z,"['.8', 'earn', 'growth', '3', 'years..', 'what’', 'opinion', 'alphabet', 'goog']",0
2017-12-06T02:18:46Z,"['vda', 'ha', 'great', 'run', 'risk', 'deceler', 'rev', 'forecast', 'valuat', 'amp', 'increas', 'competit', 'amd', 'goog', 'intc', 'qcom']",-1
2017-12-06T02:42:31Z,"['oog', 'check', 'free', 'social', 'network', 'investor', 'call', 'socialwallstreet', 'com', 'swing']",0
2017-12-06T02:54:00Z,"['oog', 'hit', 'high', '1030', 'tomorrow']",1
2017-12-06T02:56:13Z,"['e', 'spat', 'amzn', 'googl', 'goog', 'mean', 'amp', 'depart', 'look', 'buy', 'roku', 'eventu', 'sooner', 'later']",1
2017-12-06T03:11:22Z,"['predict', 'wall', 'st', 'manipul', 'stock', 'price', 'maxim', 'option', 'opex', 'max', 'pain', 'dec', '15', 'aapl', '170', 'goog', '1,000', 'sq', '38']",0
2017-12-06T03:27:54Z,"['u', '39', 'believ', 'amzn', '39', 'latest', 'idea', 'save', 'money', 'latest', 'tactic', 'war', 'goog']",0
2017-12-06T04:13:38Z,"['e', 'buy', 'point', 'watchlist', '11.19.17', 'fb', 'baba', 'goog', 'googl', 'flt', 'hdb', 'prah', 'aei', 'cacc', 'mbuu', 'hqi', 'ctlt', 'payx']",1
2017-12-06T04:15:20Z,"['e', 'buy', 'point', 'watchlist', '11.26.17', 'fb', 'googl', 'goog', 'flt', 'race', 'bap', 'hdb', 'prah', 'cacc', 'olli', 'mbuu', 'hqi', 'ctlt', 'abbv', 'bbl', 'payx', 'ivz']",1
